Order Date,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit
2023-12-05,Yuvaan Bhargava,Bihar,Technology,Accessories,Earbuds,13023.37,3,3812.23
2025-05-03,Parinaaz Virk,Delhi,Furniture,Bookcases,Corner Bookrack,3146.48,1,574.05
2023-12-21,Seher Mann,Tamil Nadu,Office Supplies,Paper,Photo Paper,9805.91,2,2387.09
2023-10-11,Armaan Shah,Uttar Pradesh,Furniture,Tables,Study Table,1792.59,1,131.83
2024-06-24,Neysa Andra,Rajasthan,Technology,Laptops,Lenovo ThinkPad,14171.17,4,1199.27
2024-11-08,Nirvaan Sarna,West Bengal,Technology,Accessories,Phone Cover,3154.72,3,497.15
2024-10-27,Abram Chadha,Karnataka,Technology,Machines,Lamination Machine,6380.56,3,680.55
2025-03-01,Ryan Tara,Uttar Pradesh,Office Supplies,Binders,Heavy-Duty Binder,2714.56,1,149.57
2023-11-03,Amani Ramaswamy,Gujarat,Office Supplies,Binders,White Binder,1008.86,1,293.48
2024-07-14,Emir Bhandari,Gujarat,Office Supplies,Binders,White Binder,6680.27,4,1670.13
2023-11-28,Chirag Suri,Delhi,Office Supplies,Storage,Plastic Organizer,2209.43,2,453.42
2025-04-03,Shayak Tak,Delhi,Furniture,Tables,Office Desk,6157.3,2,1191.41
2024-12-06,Shaan Bhasin,Karnataka,Technology,Accessories,Earbuds,1382.56,4,82.53
2025-03-01,Samarth Toor,West Bengal,Office Supplies,Binders,Heavy-Duty Binder,1875.46,1,178.36
2024-09-26,Tarini Bajaj,Uttar Pradesh,Office Supplies,Paper,A4 Paper 500 sheets,6193.63,2,1853.97
2023-09-25,Shamik Balay,Madhya Pradesh,Technology,Machines,Binding Machine,15854.0,4,4534.29
2024-05-11,Hridaan Shukla,Gujarat,Office Supplies,Storage,File Cabinet,3910.66,2,429.64
2024-08-26,Rasha Goyal,Maharashtra,Technology,Accessories,Wireless Charger,1444.19,3,426.88
2025-06-11,Advika Dara,Madhya Pradesh,Technology,Laptops,HP Pavilion,3384.86,1,440.5
2025-02-27,Himmat Bedi,Madhya Pradesh,Office Supplies,Storage,Storage Box,10460.44,5,1951.87
2023-07-06,Vanya Brar,Karnataka,Furniture,Bookcases,Metal Shelf,15459.63,4,1905.24
2023-06-29,Dhanush Aggarwal,Rajasthan,Office Supplies,Labels,Shipping Labels,2381.87,4,133.29
2024-11-11,Dhruv Sastry,Uttar Pradesh,Furniture,Bookcases,Corner Bookrack,10331.41,5,1801.84
2025-03-12,Zeeshan Saran,Tamil Nadu,Technology,Phones,iPhone 14,1674.18,1,329.59
2023-12-01,Rania Bhatnagar,Gujarat,Office Supplies,Storage,File Cabinet,2764.6,1,170.86
2024-08-03,Navya Deshmukh,Gujarat,Technology,Machines,Lamination Machine,2258.45,5,578.95
2025-06-21,Zain Dar,Madhya Pradesh,Technology,Laptops,Dell Inspiron,10408.32,3,636.78
2023-07-23,Manjari Saraf,Karnataka,Furniture,Chairs,Ergo Chair,7239.14,2,494.01
2024-10-11,Saanvi Krish,Bihar,Furniture,Furnishings,Curtains,1374.23,5,385.5
2025-02-20,Mishti Thaker,Maharashtra,Furniture,Chairs,Recliner,6732.1,2,1876.99
2023-06-27,Stuvan Kadakia,Tamil Nadu,Technology,Accessories,Wireless Charger,13813.21,3,2078.75
2024-08-08,Kartik Bhargava,Tamil Nadu,Furniture,Tables,Adjustable Table,17044.79,5,4610.38
2025-04-24,Miraya Golla,Tamil Nadu,Technology,Laptops,MacBook Air,6492.53,3,341.23
2024-10-22,Anahi Solanki,Tamil Nadu,Technology,Machines,Shredder,5665.77,4,298.06
2023-11-21,Raghav Bala,Uttar Pradesh,Office Supplies,Labels,Address Labels,6764.45,2,715.3
2024-12-07,Yashvi Borde,Karnataka,Office Supplies,Binders,White Binder,2076.81,4,382.62
2023-10-26,Charvi Chakrabarti,Rajasthan,Furniture,Bookcases,Corner Bookrack,8322.15,3,1008.45
2024-04-01,Baiju Roy,Delhi,Office Supplies,Art,Paint Brush,16599.25,4,4498.51
2024-01-05,Lakshay Kalla,Karnataka,Furniture,Furnishings,Curtains,24893.4,5,4163.15
2025-05-15,Mannat Swaminathan,Maharashtra,Furniture,Chairs,Mesh Back Chair,4341.98,4,1044.83
2025-01-19,Azad Ben,Bihar,Furniture,Tables,Office Desk,6908.76,3,592.01
2023-10-24,Heer Chakrabarti,Tamil Nadu,Office Supplies,Binders,White Binder,1230.11,3,65.88
2023-09-22,Aradhya Kurian,Karnataka,Furniture,Bookcases,Metal Shelf,7253.31,3,1997.49
2024-06-03,Miraan Sen,Karnataka,Furniture,Furnishings,Cushions,7880.56,3,837.77
2025-01-24,Aaina Chaudhary,Uttar Pradesh,Office Supplies,Paper,Legal Paper,4382.42,1,295.14
2023-09-17,Manikya Sood,Karnataka,Furniture,Bookcases,Corner Bookrack,5652.38,2,731.35
2023-12-25,Manikya Bawa,Madhya Pradesh,Furniture,Chairs,Ergo Chair,1419.08,5,326.56
2025-05-16,Krish Guha,Maharashtra,Office Supplies,Art,Canvas Pad,9054.59,2,2001.78
2024-09-20,Devansh Keer,Bihar,Furniture,Furnishings,Curtains,4105.79,1,994.32
2024-05-27,Baiju Walia,Maharashtra,Furniture,Tables,Adjustable Table,14093.98,5,774.44
2024-06-11,Madhav Ramaswamy,West Bengal,Technology,Laptops,Lenovo ThinkPad,10282.41,5,2853.99
2023-10-07,Vidur Grover,West Bengal,Furniture,Furnishings,Table Mats,14713.89,3,3077.77
2024-10-26,Saira Chatterjee,Madhya Pradesh,Technology,Accessories,Wireless Charger,3823.29,3,465.36
2024-03-10,Purab Chaudhuri,West Bengal,Office Supplies,Paper,Legal Paper,3933.55,2,217.27
2024-09-07,Arhaan Saraf,Uttar Pradesh,Technology,Accessories,Phone Cover,14445.17,4,2677.77
2023-09-18,Ranbir Bir,Gujarat,Furniture,Furnishings,Curtains,9442.06,2,1466.21
2023-11-03,Amira Kadakia,Uttar Pradesh,Technology,Machines,Binding Machine,19085.58,4,3165.9
2024-02-08,Madhup Wali,Rajasthan,Technology,Copiers,HP ScanJet,7343.75,2,745.23
2024-10-31,Vritika Sundaram,Tamil Nadu,Furniture,Tables,Adjustable Table,9721.96,5,1612.33
2025-04-18,Kashvi Malhotra,West Bengal,Technology,Copiers,HP ScanJet,4171.16,2,698.91
2025-04-19,Dhruv Jha,Bihar,Office Supplies,Labels,Shipping Labels,1777.01,4,185.33
2024-06-25,Madhav Rajagopal,Rajasthan,Office Supplies,Paper,Photo Paper,11362.81,5,3247.49
2025-01-11,Ranbir Amble,Bihar,Furniture,Tables,Office Desk,3023.87,2,715.12
2024-01-01,Sara Viswanathan,Rajasthan,Office Supplies,Paper,Photo Paper,19764.61,5,1965.64
2024-09-16,Shaan Kalla,Tamil Nadu,Technology,Copiers,Canon CopyJet,7721.15,2,1325.5
2025-06-02,Kiara Borde,Maharashtra,Office Supplies,Storage,Storage Box,3977.42,1,284.14
2023-07-25,Zeeshan Bains,Delhi,Furniture,Chairs,Recliner,14014.5,3,1950.46
2024-07-19,Sana Sodhi,West Bengal,Office Supplies,Paper,A4 Paper 500 sheets,1942.11,1,538.57
2024-04-25,Aarna Lanka,Gujarat,Office Supplies,Labels,Shipping Labels,3181.51,2,239.81
2024-12-16,Zoya Sur,Karnataka,Office Supplies,Paper,A4 Paper 500 sheets,3074.06,4,853.23
2023-12-27,Alisha Kota,Madhya Pradesh,Technology,Accessories,Earbuds,14237.36,4,1712.88
2023-07-03,Ivana Shetty,Uttar Pradesh,Furniture,Chairs,Mesh Back Chair,3827.23,1,321.1
2024-03-28,Madhav Bhatti,Uttar Pradesh,Technology,Machines,Shredder,7764.53,2,1526.07
2023-09-02,Nakul Sabharwal,Bihar,Technology,Machines,Binding Machine,4694.4,2,258.02
2024-02-15,Anvi Sami,Gujarat,Technology,Laptops,MacBook Air,4455.16,1,299.49
2025-04-20,Renee Karpe,Rajasthan,Furniture,Bookcases,Corner Bookrack,1465.33,2,415.8
2025-02-12,Amani Kata,Gujarat,Office Supplies,Paper,Photo Paper,10844.28,3,3114.37
2023-11-14,Renee Jain,Uttar Pradesh,Furniture,Bookcases,Corner Bookrack,3184.94,1,629.28
2024-12-21,Mishti Kata,Tamil Nadu,Furniture,Bookcases,Metal Shelf,7725.9,5,1391.5
2024-04-17,Mishti Banik,Karnataka,Furniture,Furnishings,Cushions,3317.14,1,746.78
2024-02-09,Eva Babu,Gujarat,Technology,Machines,Shredder,1509.62,1,451.04
2024-12-17,Suhana Deshmukh,Gujarat,Office Supplies,Labels,Address Labels,1752.97,5,469.81
2023-08-25,Vedika Sani,West Bengal,Office Supplies,Binders,White Binder,4633.13,4,776.19
2024-07-27,Sara Bala,Rajasthan,Technology,Phones,OnePlus Nord,5881.83,3,1047.82
2024-04-16,Baiju Bhakta,Gujarat,Technology,Machines,Binding Machine,9451.9,2,2171.85
2023-07-25,Anahita Ranganathan,West Bengal,Office Supplies,Paper,Legal Paper,1799.61,3,292.38
2024-11-08,Tejas Chahal,Madhya Pradesh,Office Supplies,Binders,Heavy-Duty Binder,310.44,1,25.5
2025-02-13,Jhanvi Savant,Karnataka,Furniture,Tables,Study Table,1535.41,3,296.3
2023-12-26,Hiran Ganesh,Maharashtra,Furniture,Chairs,Executive Chair,3735.22,1,505.31
2025-01-16,Nehmat Khare,Bihar,Office Supplies,Binders,White Binder,12915.26,4,1714.18
2025-02-03,Suhana Sharma,Maharashtra,Office Supplies,Binders,White Binder,2315.4,2,547.63
2025-05-21,Samarth Goda,Delhi,Furniture,Tables,Study Table,2278.25,1,504.41
2024-05-17,Damini Sangha,Rajasthan,Furniture,Chairs,Executive Chair,9606.51,3,942.97
2024-04-08,Baiju Balay,Karnataka,Furniture,Furnishings,Table Mats,6330.82,4,1386.7
2024-07-17,Alisha Kibe,Madhya Pradesh,Furniture,Furnishings,Curtains,581.88,1,170.81
2024-08-10,Anaya Savant,Bihar,Technology,Accessories,Earbuds,7119.68,2,1607.03
2024-04-04,Alisha Rao,Gujarat,Furniture,Tables,Study Table,1959.27,2,409.14
2025-05-10,Kanav Walla,Rajasthan,Office Supplies,Art,Sketch Pen Set,16374.28,5,1712.17
2024-04-22,Dhruv Baria,Tamil Nadu,Technology,Copiers,HP ScanJet,1167.59,5,318.33
2023-09-16,Reyansh Barad,Karnataka,Office Supplies,Art,Canvas Pad,495.77,1,86.01
2024-12-16,Raghav Bhalla,Delhi,Office Supplies,Binders,Heavy-Duty Binder,1030.38,4,243.24
2025-05-03,Charvi Borra,Gujarat,Furniture,Bookcases,Corner Bookrack,17276.69,5,1148.38
2023-07-11,Elakshi Ratti,Gujarat,Technology,Copiers,Canon CopyJet,7912.51,4,989.55
2024-08-17,Zeeshan Sanghvi,Tamil Nadu,Technology,Copiers,HP ScanJet,6037.4,2,366.32
2024-05-15,Anika Ghose,Uttar Pradesh,Technology,Machines,Shredder,13897.62,3,3635.9
2023-07-10,Sara Roy,Uttar Pradesh,Technology,Machines,Shredder,1764.0,2,419.19
2023-07-11,Kanav Balay,Gujarat,Technology,Phones,Samsung Galaxy S22,19803.43,4,4120.07
2024-03-10,Elakshi Roy,Rajasthan,Technology,Copiers,Xerox Pro,1849.97,2,530.04
2024-11-14,Kavya Garg,Rajasthan,Furniture,Chairs,Executive Chair,3678.08,4,494.07
2024-11-22,Aradhya Rajagopalan,Karnataka,Furniture,Furnishings,Cushions,12548.81,3,3306.03
2024-09-06,Amira Doshi,Uttar Pradesh,Technology,Accessories,Phone Cover,18369.5,5,2906.31
2023-11-04,Vritika Dua,Maharashtra,Furniture,Furnishings,Table Mats,14444.73,3,963.85
2024-04-07,Manikya Khurana,West Bengal,Technology,Machines,Binding Machine,2657.46,2,759.59
2023-07-30,Trisha Uppal,Maharashtra,Furniture,Furnishings,Cushions,9693.72,3,1305.21
2024-06-12,Sumer Dhar,Bihar,Technology,Laptops,Lenovo ThinkPad,3075.76,1,561.05
2024-12-27,Miraya Buch,Karnataka,Technology,Copiers,HP ScanJet,8740.72,3,1471.77
2025-04-05,Jivin Chahal,Rajasthan,Furniture,Furnishings,Cushions,2410.78,2,317.14
2023-09-22,Ishaan Dani,Uttar Pradesh,Furniture,Bookcases,Corner Bookrack,8591.94,3,1669.46
2023-09-30,Samar Mani,Gujarat,Technology,Accessories,Phone Cover,24307.26,5,2606.51
2023-11-14,Pranay Goyal,Tamil Nadu,Office Supplies,Storage,File Cabinet,11615.32,4,3166.79
2023-07-20,Jhanvi Sathe,Rajasthan,Technology,Laptops,HP Pavilion,6386.63,2,449.15
2024-04-08,Shray Borah,West Bengal,Technology,Machines,Binding Machine,2357.53,1,576.08
2024-08-11,Hrishita Bumb,Maharashtra,Technology,Accessories,Wireless Charger,5534.44,4,1152.64
2024-05-03,Gatik Arora,Uttar Pradesh,Technology,Copiers,HP ScanJet,4506.88,5,532.67
2024-06-13,Tiya Bora,Bihar,Technology,Machines,Shredder,5801.4,5,1465.91
2025-01-17,Indrans Agate,Maharashtra,Furniture,Chairs,Recliner,5425.62,2,955.08
2024-02-08,Neelofar Sastry,Maharashtra,Furniture,Furnishings,Cushions,4358.23,3,374.87
2024-09-11,Riaan Shroff,Delhi,Furniture,Chairs,Ergo Chair,7295.13,3,2024.05
2025-01-09,Yasmin Mandal,Rajasthan,Furniture,Furnishings,Table Mats,4767.48,5,767.73
2023-09-19,Shayak Sankaran,Uttar Pradesh,Technology,Phones,OnePlus Nord,3448.04,3,695.25
2024-12-01,Arnav Boase,Karnataka,Technology,Accessories,Earbuds,14367.92,3,1163.5
2024-04-30,Ryan Arora,Gujarat,Technology,Laptops,Lenovo ThinkPad,3426.58,2,788.54
2023-09-03,Alia Gokhale,Gujarat,Office Supplies,Binders,Heavy-Duty Binder,4217.57,4,857.31
2024-11-03,Bhavin Ramanathan,Bihar,Furniture,Bookcases,Metal Shelf,1945.16,5,346.1
2023-12-13,Keya Lall,Delhi,Office Supplies,Paper,Legal Paper,871.57,1,65.86
2023-08-27,Kiaan Apte,Gujarat,Furniture,Tables,Study Table,5469.48,3,837.71
2023-08-30,Parinaaz Sampath,Madhya Pradesh,Furniture,Furnishings,Cushions,2718.46,1,572.11
2024-02-25,Kartik Korpal,Delhi,Technology,Accessories,Earbuds,4705.58,2,370.86
2024-04-27,Nitya Gole,Maharashtra,Technology,Accessories,Phone Cover,1581.4,5,333.24
2024-05-21,Saanvi Varma,Maharashtra,Office Supplies,Paper,Legal Paper,1251.2,1,135.34
2023-07-03,Veer Grewal,Gujarat,Furniture,Tables,Adjustable Table,6180.36,3,1289.12
2024-02-18,Shray Gill,Uttar Pradesh,Technology,Phones,OnePlus Nord,3414.28,1,765.76
2023-12-08,Jhanvi Bassi,Tamil Nadu,Office Supplies,Binders,White Binder,1864.13,5,200.16
2025-03-09,Seher Johal,Delhi,Technology,Phones,OnePlus Nord,22159.53,5,3928.6
2025-03-10,Reyansh Bumb,Karnataka,Furniture,Furnishings,Curtains,1176.4,5,243.42
2024-05-10,Samiha Wason,Madhya Pradesh,Office Supplies,Art,Canvas Pad,7956.67,3,715.83
2023-08-29,Khushi Ram,Tamil Nadu,Furniture,Bookcases,Metal Shelf,13530.17,3,2004.6
2024-06-26,Lakshay Doshi,Maharashtra,Office Supplies,Art,Canvas Pad,12384.66,4,2636.1
2025-01-31,Chirag Rajagopal,Karnataka,Office Supplies,Labels,Address Labels,399.97,1,100.46
2024-05-07,Dhruv Aggarwal,Bihar,Office Supplies,Paper,A4 Paper 500 sheets,12594.19,3,2752.48
2024-08-28,Zeeshan Chahal,Uttar Pradesh,Office Supplies,Art,Canvas Pad,3309.58,1,355.62
2025-01-30,Rhea Mander,Maharashtra,Technology,Accessories,Earbuds,777.99,3,200.25
2025-03-31,Krish Chander,Rajasthan,Technology,Accessories,Wireless Charger,7193.53,3,1062.4
2024-07-09,Riaan Malhotra,Madhya Pradesh,Furniture,Furnishings,Cushions,7848.22,5,2328.53
2024-09-20,Romil Tiwari,Maharashtra,Furniture,Chairs,Executive Chair,3172.53,1,838.47
2025-01-18,Bhamini Mammen,Uttar Pradesh,Technology,Phones,OnePlus Nord,14791.97,4,4294.14
2025-02-27,Mamooty Arya,Tamil Nadu,Furniture,Chairs,Recliner,9721.03,2,2288.93
2024-02-12,Indrans Deep,Rajasthan,Technology,Phones,OnePlus Nord,1627.86,1,95.63
2024-11-22,Gatik Sachdeva,West Bengal,Furniture,Bookcases,Wooden Bookcase,18658.41,4,5072.11
2024-07-10,Zeeshan Chakraborty,Uttar Pradesh,Furniture,Chairs,Executive Chair,537.7,2,38.46
2025-02-06,Aniruddh Bhasin,Madhya Pradesh,Furniture,Furnishings,Table Mats,4488.96,3,1013.24
2024-10-01,Bhamini Bandi,Tamil Nadu,Technology,Phones,Samsung Galaxy S22,2108.19,1,304.33
2024-09-05,Kavya Khosla,Uttar Pradesh,Furniture,Furnishings,Cushions,4160.44,4,221.82
2024-12-07,Pranay Ratti,West Bengal,Furniture,Chairs,Recliner,4691.81,4,548.1
2023-09-24,Rania Taneja,Tamil Nadu,Office Supplies,Art,Paint Brush,16358.8,4,4890.62
2024-09-12,Drishya Sha,Uttar Pradesh,Furniture,Furnishings,Table Mats,7269.47,2,1712.92
2024-09-17,Pranay Bumb,Bihar,Technology,Copiers,Xerox Pro,7170.11,3,1205.43
2024-06-16,Hunar Dutta,Gujarat,Furniture,Bookcases,Corner Bookrack,13978.41,5,1819.68
2023-08-04,Taimur Bumb,Karnataka,Office Supplies,Art,Canvas Pad,10642.7,5,1775.96
2024-10-30,Taran Kadakia,Uttar Pradesh,Technology,Copiers,Xerox Pro,10787.82,5,3132.21
2024-02-05,Badal Dhillon,Gujarat,Furniture,Bookcases,Wooden Bookcase,9894.68,3,1609.79
2025-02-08,Drishya Chatterjee,Gujarat,Office Supplies,Paper,A4 Paper 500 sheets,23039.17,5,6812.19
2024-10-01,Tarini Batta,Karnataka,Furniture,Bookcases,Corner Bookrack,4348.51,5,1104.8
2025-05-01,Inaaya  Edwin,Rajasthan,Furniture,Furnishings,Curtains,4954.42,1,921.52
2024-02-12,Piya Sura,West Bengal,Office Supplies,Binders,White Binder,16951.29,5,1545.54
2024-12-09,Piya Sarkar,Delhi,Furniture,Bookcases,Metal Shelf,11138.71,3,2776.08
2024-09-16,Divit Loke,Tamil Nadu,Office Supplies,Labels,Shipping Labels,9427.22,5,1432.93
2023-10-08,Hridaan Ahuja,Uttar Pradesh,Furniture,Tables,Adjustable Table,8409.75,2,2302.66
2024-07-04,Umang Sood,Uttar Pradesh,Furniture,Chairs,Executive Chair,9192.1,2,2056.59
2023-09-11,Shlok Bumb,West Bengal,Technology,Accessories,Wireless Charger,5602.88,2,415.44
2023-12-12,Indrans Krishnamurthy,Maharashtra,Furniture,Chairs,Executive Chair,2343.49,3,225.98
2024-08-30,Yashvi Yadav,West Bengal,Office Supplies,Binders,White Binder,19059.44,4,2963.35
2025-06-04,Zeeshan Karpe,Bihar,Technology,Machines,Lamination Machine,5541.64,3,796.49
2023-10-03,Farhan Tank,Bihar,Technology,Machines,Binding Machine,12996.22,4,2577.59
2024-02-21,Anvi Ghosh,Uttar Pradesh,Office Supplies,Labels,Address Labels,5661.56,3,645.11
2024-06-01,Hiran Taneja,Delhi,Technology,Machines,Binding Machine,14020.95,4,2875.11
2024-02-15,Jayant Savant,Rajasthan,Technology,Machines,Lamination Machine,4821.29,1,1155.96
2023-09-24,Shanaya Tandon,Madhya Pradesh,Furniture,Furnishings,Cushions,598.23,1,138.23
2024-12-14,Gokul Varty,Rajasthan,Office Supplies,Binders,Heavy-Duty Binder,4075.85,3,1206.45
2024-02-17,Prisha Comar,Madhya Pradesh,Furniture,Bookcases,Metal Shelf,4957.86,4,756.83
2023-08-24,Lakshay Bhattacharyya,Maharashtra,Furniture,Tables,Adjustable Table,11666.32,5,2047.65
2025-02-21,Prisha Singh,Bihar,Technology,Copiers,HP ScanJet,16185.11,4,2976.7
2025-02-14,Dhanuk Andra,Bihar,Office Supplies,Binders,Heavy-Duty Binder,3551.44,1,613.6
2023-07-27,Tanya Kale,Maharashtra,Technology,Copiers,Xerox Pro,9256.13,3,1450.28
2025-02-28,Emir Babu,Tamil Nadu,Office Supplies,Paper,A4 Paper 500 sheets,10135.95,4,521.22
2025-05-29,Anaya Bhargava,Maharashtra,Office Supplies,Paper,Legal Paper,3230.56,3,436.18
2024-02-13,Azad Bali,Tamil Nadu,Office Supplies,Storage,Plastic Organizer,16321.64,4,4684.48
2025-02-20,Tanya Bava,Karnataka,Furniture,Chairs,Mesh Back Chair,7507.42,2,2152.14
2024-09-22,Lavanya Chauhan,Uttar Pradesh,Office Supplies,Binders,Heavy-Duty Binder,12038.46,3,1895.98
2024-03-23,Kabir Sampath,Gujarat,Office Supplies,Storage,Storage Box,3551.87,5,598.19
2025-04-11,Divij Bora,Rajasthan,Technology,Machines,Binding Machine,512.84,1,59.33
2024-03-23,Kavya Ghosh,Rajasthan,Office Supplies,Art,Canvas Pad,23062.59,5,6380.36
2025-01-09,Damini Sridhar,Karnataka,Furniture,Chairs,Executive Chair,2938.02,1,635.08
2023-08-16,Dishani Mane,Madhya Pradesh,Technology,Laptops,MacBook Air,7481.47,3,2189.95
2023-07-04,Kavya Singh,Rajasthan,Office Supplies,Paper,Photo Paper,2886.4,1,311.91
2024-01-28,Saanvi Char,Rajasthan,Furniture,Bookcases,Wooden Bookcase,1984.92,1,352.42
2023-06-27,Tanya Luthra,Bihar,Furniture,Chairs,Recliner,1212.58,5,327.51
2025-04-15,Lakshit Krishnan,Uttar Pradesh,Furniture,Bookcases,Wooden Bookcase,2211.2,2,373.01
2024-09-23,Tejas Sarkar,Karnataka,Technology,Accessories,Phone Cover,11418.22,4,2360.8
2023-09-15,Advika Samra,Karnataka,Furniture,Tables,Adjustable Table,4489.66,5,1078.1
2024-05-18,Sumer Gupta,Bihar,Technology,Laptops,HP Pavilion,2771.85,2,660.68
2024-05-05,Drishya Comar,West Bengal,Office Supplies,Art,Paint Brush,1945.72,4,307.36
2023-09-28,Tara Dugar,Tamil Nadu,Technology,Machines,Lamination Machine,6227.18,3,1255.46
2023-10-07,Faiyaz Lad,Bihar,Furniture,Tables,Office Desk,22329.86,5,4722.99
2024-12-22,Tarini Gole,Bihar,Office Supplies,Paper,A4 Paper 500 sheets,7903.06,5,1922.62
2023-07-25,Ivana Sen,Rajasthan,Technology,Laptops,HP Pavilion,2896.1,1,654.86
2023-09-21,Shaan Koshy,West Bengal,Furniture,Chairs,Recliner,6192.0,4,1316.06
2024-10-02,Raunak Kari,Bihar,Technology,Copiers,HP ScanJet,13838.31,3,3651.17
2024-06-02,Piya Trivedi,Rajasthan,Technology,Laptops,Lenovo ThinkPad,17685.99,5,4967.35
2024-02-04,Ishita Jani,Bihar,Office Supplies,Storage,Storage Box,4905.55,2,356.86
2023-08-17,Kanav Varty,Madhya Pradesh,Technology,Copiers,HP ScanJet,16152.78,5,1823.62
2023-11-10,Parinaaz Gour,Bihar,Technology,Copiers,Canon CopyJet,6468.21,5,1822.13
2024-11-27,Pari Korpal,Tamil Nadu,Technology,Accessories,Earbuds,14601.71,3,1430.41
2024-08-02,Vivaan Kanda,West Bengal,Technology,Laptops,Lenovo ThinkPad,9207.75,3,2001.96
2024-04-25,Fateh Bora,West Bengal,Furniture,Tables,Adjustable Table,6996.19,2,982.07
2023-09-11,Rania Rajagopal,Tamil Nadu,Office Supplies,Storage,Plastic Organizer,11969.58,4,1117.41
2023-11-25,Chirag Gopal,Tamil Nadu,Office Supplies,Art,Sketch Pen Set,6142.06,2,1279.77
2025-04-09,Krish Rajan,Uttar Pradesh,Technology,Accessories,Earbuds,4137.13,3,707.8
2025-04-04,Gatik Dada,Madhya Pradesh,Technology,Laptops,Lenovo ThinkPad,2707.29,3,545.51
2024-01-26,Samaira Krish,Madhya Pradesh,Technology,Phones,Realme GT,862.73,4,83.88
2025-03-07,Tanya Subramanian,Madhya Pradesh,Technology,Machines,Shredder,20707.8,5,3681.42
2024-11-22,Taimur Khanna,Maharashtra,Technology,Accessories,Wireless Charger,12859.76,4,2216.89
2024-01-26,Aradhya Kumer,Rajasthan,Furniture,Furnishings,Cushions,2320.0,3,221.04
2023-09-15,Tiya Karan,Delhi,Technology,Phones,iPhone 14,2147.45,3,394.71
2024-07-14,Ojas Konda,Tamil Nadu,Furniture,Chairs,Ergo Chair,4478.3,1,858.23
2023-07-17,Mishti Bhavsar,Bihar,Furniture,Chairs,Recliner,4692.31,3,516.95
2025-03-29,Sara Bala,Gujarat,Furniture,Bookcases,Corner Bookrack,1856.35,2,349.79
2023-07-14,Charvi Sane,Rajasthan,Technology,Accessories,Phone Cover,5600.43,2,304.44
2024-12-02,Vaibhav Ramakrishnan,Uttar Pradesh,Furniture,Chairs,Recliner,659.28,1,172.3
2024-10-19,Indrans Doshi,Bihar,Furniture,Tables,Office Desk,8962.1,2,2504.07
2024-11-18,Tara Barad,Tamil Nadu,Technology,Phones,iPhone 14,6866.78,3,1821.23
2023-11-27,Vritika Kaul,Tamil Nadu,Technology,Machines,Lamination Machine,4266.95,1,649.15
2024-07-08,Nitara Kothari,Rajasthan,Technology,Machines,Lamination Machine,19016.66,5,1060.31
2025-03-13,Hrishita Garg,Uttar Pradesh,Technology,Accessories,Earbuds,15960.08,4,2888.52
2024-05-23,Tarini Babu,Madhya Pradesh,Technology,Phones,Realme GT,10309.62,5,1655.18
2024-02-23,Veer Kar,Delhi,Furniture,Bookcases,Wooden Bookcase,21086.55,5,4656.32
2023-07-21,Ahana  Karpe,Tamil Nadu,Furniture,Furnishings,Curtains,5687.02,3,674.11
2024-11-17,Jayesh Mallick,Rajasthan,Office Supplies,Art,Paint Brush,22065.53,5,6402.62
2024-07-09,Renee Butala,Delhi,Office Supplies,Storage,File Cabinet,14490.94,4,803.81
2024-12-30,Himmat Dugal,Rajasthan,Office Supplies,Art,Canvas Pad,2556.6,1,590.69
2023-09-16,Aradhya Singhal,West Bengal,Technology,Phones,Realme GT,3891.22,3,551.19
2024-12-07,Nirvi Malhotra,Karnataka,Technology,Machines,Lamination Machine,8595.01,2,1815.72
2025-04-17,Anika Mand,Maharashtra,Office Supplies,Storage,File Cabinet,7799.78,4,1873.33
2024-04-22,Dishani Bala,Bihar,Furniture,Tables,Study Table,2201.56,5,153.7
2024-04-12,Bhamini Rajagopal,West Bengal,Technology,Machines,Lamination Machine,8641.6,2,1033.78
2024-02-27,Tiya Dhar,West Bengal,Furniture,Tables,Office Desk,5396.88,2,582.61
2023-07-29,Aniruddh Rajagopal,West Bengal,Furniture,Chairs,Mesh Back Chair,12285.96,5,1914.35
2025-03-13,Tejas Ghosh,Tamil Nadu,Furniture,Tables,Study Table,18100.7,5,1209.95
2024-10-21,Tarini Walla,Madhya Pradesh,Furniture,Bookcases,Wooden Bookcase,3939.48,1,742.04
2024-05-21,Vaibhav Bava,Madhya Pradesh,Technology,Accessories,Phone Cover,2758.21,2,143.94
2024-03-22,Taimur Jha,Maharashtra,Furniture,Bookcases,Corner Bookrack,13108.23,5,841.71
2024-01-02,Nitara Das,Uttar Pradesh,Furniture,Tables,Study Table,8526.76,2,942.05
2024-09-26,Neelofar Dugal,West Bengal,Office Supplies,Art,Sketch Pen Set,5519.15,4,517.62
2025-04-28,Prisha Bali,Bihar,Furniture,Tables,Study Table,521.96,1,75.35
2023-11-02,Farhan Ganguly,Madhya Pradesh,Furniture,Bookcases,Metal Shelf,13808.49,4,2054.07
2023-07-23,Heer Gaba,Madhya Pradesh,Office Supplies,Labels,Shipping Labels,11923.94,3,2317.63
2024-05-17,Nirvi Venkatesh,Madhya Pradesh,Office Supplies,Labels,Shipping Labels,4004.39,4,1059.09
